56;3
234;0
46;6
179;8
158;4
6;0
130;6
235;2
34;6
124;0
274;9
90;0
38;6
113;5
193;9
16;10
113;8
144;3
72;2
2;1
153;0
214;9
175;10
263;9
152;8
289;1
14;3
246;10
79;3
256;10
21;4
208;1
181;10
197;1
181;0
194;6
93;3
220;3
202;4
178;10
123;6
135;1
52;1
148;4
263;8
5;0
185;3
102;10
128;1
72;1
183;0
201;10
266;1
80;6
145;3
218;9
88;4
36;9
171;0
121;5
194;1
56;6
299;6
178;4
221;4
233;10
135;3
249;10
159;8
242;3
214;8
193;2
98;4
183;1
20;7
22;1
261;9
206;9
134;6
259;7
183;0
245;3
127;9
153;2
162;10
216;8
21;6
149;0
87;6
45;3
50;10
144;3
209;9
268;1
292;10
252;4
191;9
208;3
114;4
290;2
32;1
237;3
20;5
261;1
19;7
286;1
288;4
140;6
198;7
269;3
214;4
154;6
251;10
40;6
279;7
293;2
78;0
121;4
201;5
255;3
32;8
89;1
270;5
70;5
112;3
230;9
96;3
101;4
72;6
6;9
264;1
111;1
27;8
24;5
202;7
213;6
172;6
149;8
24;9
4;6
300;2
26;4
111;2
193;7
236;8
112;0
265;0
82;7
266;4
86;9
268;8
196;4
33;10
8;5
183;8
77;5
156;1
29;3
81;6
36;2
55;2
32;4
209;1
182;8
88;0
98;6
194;4
124;6
52;3
40;7
118;8
217;6
67;7
300;7
190;1
269;8
17;10
159;1
246;2
77;7
186;10
14;7
35;5
287;1
211;0
62;10
274;10
287;8
162;5
223;9
229;4
105;4
32;4
52;6
28;1
104;4
221;0
29;9
293;9
288;7
239;0
145;2
202;4
150;6
6;7
155;2
228;3
104;9
133;8
214;2
95;2
204;6
270;6
83;4
114;5
294;6
35;7
224;0
53;2
240;10
21;2
195;10
174;10
54;4
294;8
195;0
37;10
127;4
181;5
171;10
69;7
165;10
224;3
26;8
108;2
232;8
45;3
156;9
24;9
244;1
194;6
233;5
76;5
105;7
194;0
37;4
223;5
205;3
103;7
241;1
44;8
228;6
140;7
193;2
204;9
177;2
42;7
233;5
107;4
287;8
236;3
27;0
232;8
107;5
259;4
199;7
155;5
152;4
109;5
176;6
126;8
177;4
235;3
71;10
96;0
163;5
134;6
84;10
153;4
150;3
130;0
43;7
13;7
271;6
78;10
190;7
140;1
221;3
173;3
197;0
65;9
244;5
94;1
263;5
202;4
9;0
105;10
124;6
130;5
40;3
77;4
104;6
102;8
289;0
190;3
111;0
278;1
165;7
68;4
212;6
129;2
20;4
147;3
270;3
294;7
119;3
263;1
249;8
116;0
264;1
197;7
300;4
182;1
262;8
155;4
247;9
288;5
132;0
284;5
275;3
44;8
222;7
116;2
113;9
187;9
19;10
42;9
197;2
236;3
210;8
22;6
172;3
77;0
170;9
214;10
232;0
23;10
207;4
74;3
212;7
0;0
135;8
175;4
121;0
68;7
111;8
158;2
242;2
279;3
211;4
216;5
232;9
236;4
59;3
80;5
264;7
220;9
203;4
112;1
202;4
188;3
38;4
11;6
276;2
103;8
1;5
90;1
158;0
275;3
34;0
29;1
120;9
114;9
288;8
257;4
60;4
74;2
212;8
288;10
168;3
151;10
267;1
75;4
209;2
29;8
246;8
76;5
282;7
176;10
50;5
168;2
284;4
296;3
14;3
101;6
116;10
187;8
51;9
236;0
299;4
118;4
39;7
29;7
249;0
61;2
15;0
290;1
218;9
256;8
244;4
266;2
32;1
298;3
186;2
274;10
31;7
51;0
169;7
92;6
213;2
291;0
126;6
203;7
280;7
132;3
219;9
95;4
19;6
42;3
269;2
125;5
53;0
290;6
293;8
46;9
170;4
20;7
29;10
146;4
77;8
202;2
67;2
145;4
52;0
162;8
133;5
90;3
59;10
270;9
300;8
30;5
148;9
122;9
185;9
296;6
246;3
144;8
147;3
80;7
299;3
105;4
62;9
149;10
103;10
175;6
166;10
143;8
245;6
286;1
47;8
3;5
237;4
197;1
188;3
119;9
284;1
97;10
77;3
139;0
179;7
29;4
230;5
260;4
88;10
85;2
222;3
31;3
40;10
231;5
246;5
200;6
107;0
119;2
187;3
52;7
157;2
276;4
268;4
137;10
237;8
76;9
94;7
6;6
34;9
241;8
229;4
264;4
1;2
185;3
122;10
5;7
87;5
242;7
7;0
224;5
114;8
54;8
113;0
147;8
11;7
104;8
255;3
67;4
143;0
189;10
15;0
56;0
60;6
144;3
102;0
190;10
290;9
200;4
167;9
174;5
148;0
109;1
284;9
105;4
15;8
136;7
118;0
205;0
288;9
107;8
85;2
213;9
286;5
167;6
166;4
90;1
57;2
138;10
262;0
36;6
15;7
139;8
165;2
5;0
182;1
93;9
77;5
146;1
261;7
294;8
183;0
71;9
58;9
213;2
48;6
82;8
50;9
62;0
251;2
205;0
134;0
53;6
253;2
265;10
245;5
188;0
0;1
17;3
225;7
1;5
229;4
180;2
129;5
68;8
63;5
269;2
32;6
221;7
146;10
81;6
112;10
70;10
51;4
152;6
263;4
92;7
17;4
23;2
240;6
274;9
137;1
153;2
50;6
87;0
32;2
198;0
17;6
239;5
100;6
193;1
227;2
287;2
213;3
57;10
280;0
27;3
144;8
98;5
109;2
39;5
86;5
89;2
292;3
255;6
282;0
220;4
66;5
284;1
260;3
243;4
172;4
300;6
176;6
273;8
102;1
259;7
247;7
254;3
188;4
9;7
125;9
218;9
11;6
203;7
130;4
165;1
17;4
10;1
37;10
269;4
79;3
173;5
93;6
28;3
74;8
296;9
12;2
107;7
279;6
127;8
241;6
165;9
115;5
8;8
65;5
233;8
166;8
26;9
10;3
148;7
109;10
150;7
89;6
86;7
18;7
61;2
103;7
101;6
219;9
238;5
153;1
210;4
174;0
37;8
88;5
157;8
181;9
57;10
180;1
141;6
15;10
171;2
39;8
123;10
78;10
13;0
131;4
15;0
223;7
146;6
54;10
89;2
286;9
244;3
151;4
136;5
109;2
49;1
145;8
1;10
92;3
155;0
242;3
163;6
269;5
24;5
162;6
182;6
90;4
59;3
33;5
39;0
261;10
126;1
43;8
77;4
189;4
31;9
256;10
39;5
60;4
273;5
200;6
215;6
73;9
115;7
20;4
23;2
248;9
78;9
189;7
136;8
105;9
122;1
6;6
106;3
3;0
77;1
45;2
291;1
200;4
256;6
12;7
4;2
214;6
89;5
108;9
5;9
156;8
232;4
32;4
91;9
171;8
123;1
107;8
136;5
144;10
13;1
253;8
282;2
71;10
5;2
96;1
15;7
165;8
246;5
59;10
136;3
299;1
17;2
5;7
255;2
50;6
88;0
67;7
24;9
61;5
216;4
13;0
278;8
179;1
112;9
70;6
90;1
211;4
83;2
228;10
168;0
272;2
7;3
238;10
37;9
251;4
204;6
286;3
277;7
183;10
129;0
11;0
296;6
267;4
189;7
290;9
99;8
78;7
86;0
179;6
225;9
258;8
54;5
194;0
177;10
217;6
1;0
23;5
100;2
150;6
204;9
286;3
187;0
212;6
32;1
221;6
139;5
76;10
111;9
262;2
113;7
99;0
141;4
266;4
57;1
189;7
262;6
241;10
88;3
19;6
74;2
217;0
13;3
213;3
58;3
119;7
276;2
216;2
292;5
94;5
218;6
165;2
145;7
120;5
123;9
144;2
10;5
250;4
232;7
56;5
148;10
133;9
203;5
248;9
181;5
223;10
49;1
100;0
96;4
267;2
81;3
30;2
217;9
220;0
224;9
120;6
266;5
176;3
0;5
196;5
105;8
280;3
251;8
49;7
193;0
21;6
26;1
211;9
60;1
164;0
182;0
186;7
108;2
136;4
22;7
255;3
77;2
210;9
114;9
160;10
129;7
143;9
220;9
8;3
20;5
255;4
281;6
234;1
238;6
62;10
175;5
261;4
91;2
143;0
47;2
84;8
41;9
82;4
36;0
203;9
73;5
297;6
34;4
162;6
177;10
88;7
119;10
122;2
47;10
236;5
84;3
89;1
68;9
160;5
283;0
252;6
167;4
182;2
267;9
186;7
92;1
46;9
45;10
140;3
156;8
281;4
243;9
285;7
8;9
9;5
213;6
3;1
287;5
101;0
60;10
59;3
141;4
275;9
180;2
184;0
106;9
206;5
238;3
90;7
143;4
246;0
43;5
125;9
191;4
186;5
27;3
137;7
90;4
254;0
135;1
21;5
278;5
131;10
48;5
133;7
59;2
59;9
256;7
130;7
191;0
174;4
223;0
261;4
212;0
203;10
118;3
238;9
51;8
53;0
126;7
146;9
160;10
89;5
89;0
58;1
110;6
9;8
211;1
213;0
169;2
248;7
211;2
187;2
83;1
224;6
112;2
126;3
262;9
87;7
158;2
285;3
174;2
292;8
231;3
179;0
193;2
222;4
146;2
264;0
248;7
67;10
206;5
268;4
118;0
76;9
144;4
144;9
23;1
61;0
45;3
73;4
124;9
44;7
129;4
222;9
11;0
47;0
138;0
81;5
97;9
158;1
278;0
97;6
255;9
138;0
217;7
82;10
58;2
185;7
241;1
231;1
262;2
72;2
132;2
11;3
0;4
265;0
148;10
231;1
88;2
100;1
223;10
82;10
200;3
221;4
158;2
292;4
169;3
59;7
32;7
110;9
276;10
207;4
52;5
293;5
241;4
282;9
287;3
95;7
140;6
75;0
287;3
251;1
251;6
60;5
165;9
9;6
119;0
207;3
230;3
60;1
194;7
170;7
19;2
133;0
1;0
223;4
164;0
248;4
93;2
296;1
15;6
298;3
257;2
74;4
9;3
296;6
5;10
83;10
193;8
79;2
96;5
263;7
22;10
283;8
157;5
298;5
90;5
297;8
191;7
106;4
117;10
104;8
165;5
181;1
73;5
260;10
168;6
296;9
294;10
225;9
111;3
130;4
76;8
22;4
1;2
232;6
0;10
104;1
179;2
108;9
166;1
81;8
249;10
131;4
93;1
257;2
61;8
270;10
238;0
253;3
26;2
149;4
96;9
101;6
158;8
70;6
287;4
149;6
269;8
140;3
107;1
170;10
259;0
137;1
47;2
213;5
102;5
289;5
265;2
229;7
210;9
5;6
35;4
73;8
242;2
296;8
242;6
26;10
55;0
285;8
55;8
101;6
94;4
222;3
119;0
77;5
184;6
156;0
65;0
118;9
46;10
200;0
124;8
198;10
1;3
259;9
230;7
81;7
162;7
190;2
282;3
44;10
169;10
289;3
156;5
13;1
296;3
123;1
43;6
235;10
227;5
24;2
221;4
13;10
136;9
74;8
156;1
120;0
204;2
223;2
127;5
242;10
61;9
37;10
259;0
172;5
267;9
14;10
56;3
199;5
75;8
187;1
24;9
258;9
98;1
196;5
227;9
249;1
119;2
211;4
25;9
144;7
279;8
274;0
235;5
182;5
295;0
102;6
122;9
67;2
253;5
240;6
59;10
299;10
55;0
161;8
66;10
251;1
35;7
92;1
233;3
17;5
11;10
182;1
216;8
260;8
292;6
19;10
248;3
86;3
298;1
13;1
139;0
236;6
59;3
252;1
286;4
274;4
49;3
264;6
159;2
40;10
97;0
54;7
87;0
217;3
139;10
147;2
174;2
203;9
137;1
6;9
122;0
29;7
76;7
298;5
257;10
267;7
123;7
6;6
219;0
23;8
119;10
237;5
138;6
144;2
277;6
126;7
288;3
226;7
151;2
218;5
247;4
283;5
199;10
272;9
116;1
247;10
78;10
113;10
236;9
118;8
218;10
265;6
35;10
31;4
138;7
222;7
149;9
253;5
146;10
123;3
264;9
190;9
49;8
126;2
16;10
23;7
3;5
274;6
188;4
144;10
129;2
74;6
117;10
